,Unnamed: 0,track_id,track_name,popularity,available_markets,disc_number,duration_ms,explicit,track_number,href,album_id,album_name,album_release_date,album_type,album_total_tracks,artists_names,artists_ids,principal_artist_id,principal_artist_name,artist_genres,principal_artist_followers,acousticness,analysis_url,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,year,duration_min
10,10,0rmGAIH9LNJewFw7nKzZnc,You Give Love A Bad Name,84,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,222706,FALSE,2,['href'],0kBfgEilUFCMIQY5IOjG4t,Slippery When Wet,8/16/1986 0:00,album,10,Bon Jovi,58lV9VcRSjABbAbfWS6skp,58lV9VcRSjABbAbfWS6skp,Bon Jovi,glam metal;rock,12618789,0.0663,https://api.spotify.com/v1/audio-analysis/0rmGAIH9LNJewFw7nKzZnc,0.541,0.96,0.00000225,0,0.344,-2.947,0,0.0505,122.803,4,0.812,1986,3.711766667
11,11,7vPHiwgCOAjSBRjAirbMvS,"Sea, Swallow Me",73,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,189040,FALSE,1,['href'],5v2I3i4RPD8T1XV0pjvPNo,The Moon and the Melodies,11/10/1986 0:00,album,8,Cocteau Twins;Harold Budd,5Wabl1lPdNOeIn0SQ5A1mp;3uOCouLFR4bVx0XeiQJSbl,5Wabl1lPdNOeIn0SQ5A1mp,Cocteau Twins,alternative rock;art pop;dream pop;ethereal wave;melancholia;new wave;scottish indie;shoegaze;synthpop,798059,0.589,https://api.spotify.com/v1/audio-analysis/7vPHiwgCOAjSBRjAirbMvS,0.454,0.673,0.238,0,0.252,-13.425,1,0.0265,163.954,3,0.827,1986,3.150666667
12,12,1TMxv8sfUhU55AC6Ul1PU5,Que Locura Enamorarme De Ti,73,CR;MX;US,1,308040,FALSE,5,['href'],0qFXgEQ4pj1i6VQ80AMqTG,Atrevido Y Diferente,1/1/1986 0:00,album,8,Eddie Santiago,5Wg6XnPTp0xXxFCjywwR9I,5Wg6XnPTp0xXxFCjywwR9I,Eddie Santiago,salsa;salsa puertorriquena;tropical,1803464,0.538,https://api.spotify.com/v1/audio-analysis/1TMxv8sfUhU55AC6Ul1PU5,0.746,0.786,0.000008,10,0.0656,-7.273,0,0.0428,93.767,4,0.968,1986,5.134
13,13,4qN7nSAVTjPfOOz0wkRQpM,In Your Eyes - 2012 Remaster,60,US,1,330373,FALSE,9,['href'],2ikq6LspaBbUG2qyiV5qdx,So (2012 Remastered),5/19/1986 0:00,album,9,Peter Gabriel,7C4sUpWGlTy7IANjruj02I,7C4sUpWGlTy7IANjruj02I,Peter Gabriel,album rock;art rock;classic rock;mellow gold;new romantic;new wave;permanent wave;progressive rock;rock;singer-songwriter;soft rock,1580549,0.0632,https://api.spotify.com/v1/audio-analysis/4qN7nSAVTjPfOOz0wkRQpM,0.621,0.645,0.00000963,2,0.0703,-9.37,1,0.0352,89.284,4,0.63,1986,5.506216667
14,14,6JdbV5DDltMVCyV0twmKwj,Diggin' Up Bones,64,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,178973,FALSE,4,['href'],6rOVPyzQ5s7cUUyHHplESf,Storms of Life,6/2/1986 0:00,album,10,Randy Travis,1pTuR132U5b4Rizal2Pr7m,1pTuR132U5b4Rizal2Pr7m,Randy Travis,contemporary country;country;country gospel;country road,1648349,0.377,https://api.spotify.com/v1/audio-analysis/6JdbV5DDltMVCyV0twmKwj,0.708,0.577,0,0,0.0718,-8.229,1,0.0261,85.667,4,0.836,1986,2.982883333
15,15,6r8k1vznHrzlEKYxL4dZEe,La Isla Bonita,73,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BW;BF;CV;CW;DM;FJ;GM;GD;GW;GY;HT;JM;LS;LR;MW;ML;FM;NA;NE;PG;SM;ST;SN;SC;SL;KN;LC;VC;SR;TL;TT;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,242733,FALSE,7,['href'],6fmnT17jc2Sc69q3nza1eD,True Blue,6/30/1986 0:00,album,11,Madonna,6tbjWDEIzxoDsBA1FuhfPW,6tbjWDEIzxoDsBA1FuhfPW,Madonna,dance pop;pop,7182448,0.304,https://api.spotify.com/v1/audio-analysis/6r8k1vznHrzlEKYxL4dZEe,0.724,0.822,0.0000138,1,0.0553,-4.374,0,0.0333,99.9,4,0.964,1986,4.04555
16,16,0qxYx4F3vm1AOnfux6dDxP,You Can Call Me Al,78,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,280000,FALSE,6,['href'],6WgGWYw6XXQyLTsWt7tXky,Graceland (25th Anniversary Deluxe Edition),8/12/1986 0:00,album,17,Paul Simon,2CvCyf1gEVhI0mX6aFXmVI,2CvCyf1gEVhI0mX6aFXmVI,Paul Simon,classic rock;folk;folk rock;mellow gold;permanent wave;rock;singer-songwriter;soft rock,2170686,0.182,https://api.spotify.com/v1/audio-analysis/0qxYx4F3vm1AOnfux6dDxP,0.776,0.763,0.00647,5,0.077,-8.124,1,0.0534,128.433,4,0.82,1986,4.666666667
17,17,5h40ovzXu7rF7Giwb9oXYy,Girls,62,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,132706,FALSE,6,['href'],11oR0ZuqB3ucZwb5TGbZxb,Licensed To Ill,11/15/1986 0:00,album,13,Beastie Boys,03r4iKL2g2442PT9n2UKsx,03r4iKL2g2442PT9n2UKsx,Beastie Boys,alternative rock;east coast hip hop;golden age hip hop;hip hop;old school hip hop;rap;rap rock;rock,2609297,0.777,https://api.spotify.com/v1/audio-analysis/5h40ovzXu7rF7Giwb9oXYy,0.873,0.808,0,0,0.357,-6.729,0,0.0466,139.676,4,0.933,1986,2.211766667
18,18,0TaT50ZZxT4ytZxuqkE3A9,Why Can't This Be Love,69,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,227693,FALSE,2,['href'],5Ew5vOg3PYyT9QUPCrdIZq,5150,3/24/1986 0:00,album,9,Van Halen,2cnMpRsOVqtPMfq7YiFE6K,2cnMpRsOVqtPMfq7YiFE6K,Van Halen,album rock;classic rock;hard rock;rock,5580447,0.0606,https://api.spotify.com/v1/audio-analysis/0TaT50ZZxT4ytZxuqkE3A9,0.531,0.626,0,0,0.0767,-13.371,1,0.0452,88.236,4,0.746,1986,3.794883333
19,19,0oerlffJSzhRVvtDfLcp3N,Wanted Dead Or Alive,77,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,308666,FALSE,5,['href'],0kBfgEilUFCMIQY5IOjG4t,Slippery When Wet,8/16/1986 0:00,album,10,Bon Jovi,58lV9VcRSjABbAbfWS6skp,58lV9VcRSjABbAbfWS6skp,Bon Jovi,glam metal;rock,12618789,0.13,https://api.spotify.com/v1/audio-analysis/0oerlffJSzhRVvtDfLcp3N,0.252,0.802,0.0146,7,0.309,-3.976,1,0.0391,150.056,4,0.253,1986,5.144433333
20,20,4AUS8KNz7zX8XFu9L38GT0,Sledgehammer - 2012 Remaster,61,US,1,311986,FALSE,2,['href'],1vJ8rCzq6BJtKGz9Yf6oT3,So (25th Anniversary Deluxe Edition),5/19/1986 0:00,album,25,Peter Gabriel,7C4sUpWGlTy7IANjruj02I,7C4sUpWGlTy7IANjruj02I,Peter Gabriel,album rock;art rock;classic rock;mellow gold;new romantic;new wave;permanent wave;progressive rock;rock;singer-songwriter;soft rock,1580549,0.044,https://api.spotify.com/v1/audio-analysis/4AUS8KNz7zX8XFu9L38GT0,0.641,0.682,0,8,0.0394,-7.561,1,0.0392,96.319,4,0.468,1986,5.199766667
21,21,6wVViUl2xSRoDK2T7dMZbR,Bizarre Love Triangle,68,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,263213,FALSE,6,['href'],0PSWY4XyjTWppfBb0tBtqu,Brotherhood (Collector's Edition),9/29/1986 0:00,album,18,New Order,0yNLKJebCb8Aueb54LYya3,0yNLKJebCb8Aueb54LYya3,New Order,dance rock;madchester;new romantic;new wave;permanent wave;post-punk;synthpop;uk post-punk,2002550,0.0804,https://api.spotify.com/v1/audio-analysis/6wVViUl2xSRoDK2T7dMZbR,0.613,0.885,0.746,10,0.0997,-7.463,1,0.052,118.506,4,0.919,1986,4.386883333
22,22,4ByEFOBuLXpCqvO1kw8Wdm,(I Just) Died In Your Arms,79,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,280400,FALSE,6,['href'],3wCe8HjHk6QNGcf5D3jgW1,Broadcast,1/1/1986 0:00,album,10,Cutting Crew,3cniTumSiUysiPWXapGx1i,3cniTumSiUysiPWXapGx1i,Cutting Crew,album rock;new romantic;new wave;new wave pop;soft rock,391339,0.0158,https://api.spotify.com/v1/audio-analysis/4ByEFOBuLXpCqvO1kw8Wdm,0.625,0.726,0.000169,11,0.0625,-11.402,0,0.0444,124.945,4,0.507,1986,4.673333333
23,23,5L6HNuXN71bfeuKXYtRasF,Walk Like an Egyptian,60,AE;BH;EG;GB;IE;IQ;JO;KW;LB;LY;OM;PS;QA;SA;US,1,203226,FALSE,4,['href'],7qEP3i0f0zfk6JUFW3SyeN,Different Light (Expanded Edition),1/1/1986 0:00,album,20,The Bangles,51l0uqRxGaczYr4271pVIC,51l0uqRxGaczYr4271pVIC,The Bangles,album rock;jangle pop;mellow gold;new romantic;new wave;new wave pop;paisley underground;singer-songwriter;soft rock,1315248,0.0144,https://api.spotify.com/v1/audio-analysis/5L6HNuXN71bfeuKXYtRasF,0.711,0.833,0.00000346,11,0.303,-12.756,1,0.0851,103.153,4,0.756,1986,3.3871
24,24,6V50MyHPGhEmwYu0Wdyf0t,The Way It Is,71,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,297853,FALSE,5,['href'],243jhZJtyIZtEkrD6vhRLn,The Way It Is,6/2/1986 0:00,album,9,Bruce Hornsby;The Range,2iM28IgKg89v1o7BTQAVPo;4374DY0rBAi0pCV6F9i00Y,2iM28IgKg89v1o7BTQAVPo,Bruce Hornsby,album rock;heartland rock;mellow gold;piano rock;singer-songwriter;soft rock,376758,0.607,https://api.spotify.com/v1/audio-analysis/6V50MyHPGhEmwYu0Wdyf0t,0.582,0.689,0.0571,7,0.145,-12.203,1,0.0277,111.166,4,0.531,1986,4.964216667
25,25,7G7tgVYORlDuVprcYHuFJh,Don't Dream It's Over,78,AR;AT;BO;BR;BG;CA;CL;CO;CY;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;LV;LT;MY;MT;MX;NI;PA;PY;PE;PH;PL;SG;SK;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;ME;RS;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,236933,FALSE,4,['href'],1dJpgn1rqvvr4yyNYLEYBG,Crowded House,1/1/1986 0:00,album,11,Crowded House,7ohlPA8dRBtCf92zaZCaaB,7ohlPA8dRBtCf92zaZCaaB,Crowded House,australian rock;permanent wave,777109,0.0148,https://api.spotify.com/v1/audio-analysis/7G7tgVYORlDuVprcYHuFJh,0.439,0.422,0.0000484,8,0.0697,-17.227,1,0.0409,81.833,4,0.551,1986,3.948883333
26,26,7wz8LNfmGZ3C0PwKW9LdDg,Battery (Remastered),62,CA;US,1,312360,FALSE,1,['href'],7CGhx630DIjdJqaBDVKc5j,Master of Puppets (Remastered Deluxe Box Set),3/3/1986 0:00,album,137,Metallica,2ye2Wgw4gimLv2eAKyk1NB,2ye2Wgw4gimLv2eAKyk1NB,Metallica,hard rock;metal;old school thrash;rock;thrash metal,25788790,0.000211,https://api.spotify.com/v1/audio-analysis/7wz8LNfmGZ3C0PwKW9LdDg,0.48,0.923,0.531,11,0.106,-8.793,0,0.0682,96.535,4,0.44,1986,5.206
27,27,54bm2e3tk8cliUz3VSdCPZ,Master of Puppets (Remastered),74,CA;US,1,515386,FALSE,2,['href'],7CGhx630DIjdJqaBDVKc5j,Master of Puppets (Remastered Deluxe Box Set),3/3/1986 0:00,album,137,Metallica,2ye2Wgw4gimLv2eAKyk1NB,2ye2Wgw4gimLv2eAKyk1NB,Metallica,hard rock;metal;old school thrash;rock;thrash metal,25788790,0.00067,https://api.spotify.com/v1/audio-analysis/54bm2e3tk8cliUz3VSdCPZ,0.539,0.828,0.421,4,0.154,-9.108,0,0.035,105.25,4,0.562,1986,8.589766667
28,28,37ZJ0p5Jm13JPevGcx4SkF,Livin' On A Prayer,87,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,249293,FALSE,3,['href'],0kBfgEilUFCMIQY5IOjG4t,Slippery When Wet,8/16/1986 0:00,album,10,Bon Jovi,58lV9VcRSjABbAbfWS6skp,58lV9VcRSjABbAbfWS6skp,Bon Jovi,glam metal;rock,12618789,0.0778,https://api.spotify.com/v1/audio-analysis/37ZJ0p5Jm13JPevGcx4SkF,0.532,0.887,0.000214,0,0.294,-3.757,1,0.0335,122.511,4,0.795,1986,4.154883333
29,29,1GeNWyZtCHbcp3ZWp8GTOO,The Lady In Red,78,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,256173,FALSE,4,['href'],5Yi08NDFoVAnvHoXqpp9O5,Into The Light,1/1/1986 0:00,album,12,Chris de Burgh,2RpHsROrX075xfIwHn6B2U,2RpHsROrX075xfIwHn6B2U,Chris de Burgh,new wave pop;soft rock,519844,0.332,https://api.spotify.com/v1/audio-analysis/1GeNWyZtCHbcp3ZWp8GTOO,0.548,0.294,0.00000334,10,0.0392,-17.112,1,0.0333,76.698,4,0.491,1986,4.26955
